value,column,description
instalacje,dozwolone_powierzchnie,"Układy rur, zbiorników, zaworów i innych elementów technologicznych lub sanitarnych. Czyszczenie wymaga środków kompatybilnych z materiałami instalacji i skutecznych w usuwaniu osadów z miejsc trudno dostępnych."
urządzenia biurowe,dozwolone_powierzchnie,"Sprzęt taki jak komputery, klawiatury, drukarki, telefony czy monitory. Wymaga delikatnych preparatów, najlepiej szybko odparowujących, aby nie uszkodzić elektroniki, ekranów i obudów z tworzyw."
powierzchnie szkliwione,dozwolone_powierzchnie,"Ceramika lub płytki pokryte gładką, szklaną warstwą ochronną. Są łatwe w myciu, ale mogą matowieć lub rysować się przy użyciu silnie ściernych preparatów."
skóra dłoni,dozwolone_powierzchnie,"Naturalna bariera ochronna człowieka, która może ulegać wysuszeniu i podrażnieniu przy częstym kontakcie z detergentami. Produkty przeznaczone do skóry dłoni powinny być łagodne, przebadane dermatologicznie i dopasowane do częstego stosowania."
stal stopowa,dozwolone_powierzchnie,"Stal z dodatkami metali poprawiających jej odporność lub wytrzymałość, stosowana w urządzeniach i elementach przemysłowych. Przy czyszczeniu trzeba dobierać środki tak, aby nie powodowały korozji, przebarwień ani uszkodzeń powierzchni."
sprzęt kuchenny,dozwolone_powierzchnie,"Wyposażenie kuchni, takie jak blaty robocze, garnki, pojemniki, urządzenia i akcesoria mające kontakt z żywnością. Wymaga środków skutecznie usuwających tłuszcz i resztki organiczne oraz bezpiecznych do powierzchni gastronomicznych."
zabezpieczone drewno,dozwolone_powierzchnie,"Drewno pokryte lakierem, olejem, woskiem lub inną warstwą ochronną. Należy czyścić je środkami łagodnymi i bez nadmiaru wody, aby nie naruszyć powłoki ani nie spowodować pęcznienia materiału."
karoseria,dozwolone_powierzchnie,"Lakierowana zewnętrzna powierzchnia pojazdu, narażona na brud drogowy, sól, owady i osady atmosferyczne. Wymaga preparatów, które usuwają zabrudzenia bez rysowania lakieru i uszkadzania powłok ochronnych."
części samochodowe,dozwolone_powierzchnie,"Elementy pojazdów wykonane z metalu, tworzyw, gumy lub lakierowanych powierzchni. Dobór środka zależy od rodzaju części i zabrudzeń, szczególnie przy smarach, olejach oraz osadach drogowych."
przedmioty,dozwolone_powierzchnie,"Ogólne określenie różnych zmywalnych obiektów i akcesoriów, które mogą być czyszczone danym produktem. Przed użyciem warto sprawdzić materiał wykonania, aby uniknąć odbarwień, korozji lub uszkodzenia powierzchni."
wrażliwe na alkalia,dozwolone_powierzchnie,"Powierzchnie lub materiały, które mogą ulec uszkodzeniu pod wpływem środków zasadowych, np. niektóre wykładziny, aluminium, drewno lub powłoki ochronne. Do ich czyszczenia należy wybierać preparaty neutralne albo lekko kwaśne, zgodnie z zaleceniami producenta."
panele,dozwolone_powierzchnie,"Podłogowe panele laminowane, winylowe lub drewniane stosowane w pomieszczeniach użytkowych i mieszkalnych. Wymagają czyszczenia z ograniczoną ilością wody i środkami, które nie powodują pęcznienia, smug ani uszkodzenia warstwy wierzchniej."
parkiety,dozwolone_powierzchnie,"Drewniane podłogi zabezpieczone lakierem, olejem lub woskiem, wrażliwe na nadmiar wody i zbyt silną chemię. Do czyszczenia wymagają środków łagodnych, przeznaczonych do drewna, aby nie zmatowić ani nie rozwarstwić powierzchni."
granit,dozwolone_powierzchnie,"Twardy kamień naturalny stosowany na posadzkach i blatach, zwykle odporny, ale może chłonąć zabrudzenia w mikroporach. Warto unikać preparatów pozostawiających smugi i dobrać środek do kamienia, zwłaszcza przy powierzchniach polerowanych."
podłogi zabrudzone,dozwolone_powierzchnie,"Powierzchnie podłogowe z widocznym, silniejszym brudem, np. błotem, tłuszczem, kurzem lub osadami eksploatacyjnymi. Wymagają mocniejszych środków myjących albo mycia maszynowego, dobranych do rodzaju posadzki."
maszyny,dozwolone_powierzchnie,"Powierzchnie urządzeń produkcyjnych, technicznych lub sprzątających, które mogą mieć kontakt z olejami, smarami i pyłem. Czyszczenie powinno uwzględniać bezpieczeństwo elementów metalowych, uszczelek, elektroniki oraz zalecenia producenta maszyny."
ciągi technologiczne,dozwolone_powierzchnie,"Elementy linii produkcyjnych, takie jak taśmy, stoły, prowadnice i obudowy, wymagające regularnego mycia dla utrzymania higieny procesu. Środki muszą być dobrane do materiału i branży, szczególnie tam, gdzie występuje kontakt z żywnością."
piwnice,dozwolone_powierzchnie,"Pomieszczenia techniczne lub magazynowe narażone na wilgoć, kurz, zapach stęchlizny i osady z posadzek. Do czyszczenia często potrzebne są preparaty odtłuszczające, dezodoryzujące lub usuwające zabrudzenia mineralne."
komórki,dozwolone_powierzchnie,"Małe pomieszczenia gospodarcze lub lokatorskie, w których gromadzą się kurz, piasek, pajęczyny i zabrudzenia magazynowe. Dobór środka zależy głównie od rodzaju podłogi oraz potrzeby neutralizacji zapachów."
klatki schodowe,dozwolone_powierzchnie,"Ciągi komunikacyjne o dużym natężeniu ruchu, zwykle z posadzką z kamienia, lastryka, płytek lub betonu. Wymagają środków skutecznych na błoto i ślady obuwia, ale bez pozostawiania śliskiej warstwy."
wykładziny PVC,dozwolone_powierzchnie,"Elastyczne wykładziny podłogowe z polichlorku winylu, popularne w obiektach publicznych i medycznych. Wymagają środków nieagresywnych dla tworzywa i warstw ochronnych, aby nie powodować matowienia ani przebarwień."
winyl,dozwolone_powierzchnie,"Tworzywo stosowane w panelach i wykładzinach podłogowych, odporne na wilgoć, ale wrażliwe na silne rozpuszczalniki i ścieranie. Do czyszczenia najlepiej stosować preparaty do podłóg elastycznych, które nie zostawiają lepkiego filmu."
kauczuk,dozwolone_powierzchnie,"Elastyczny materiał podłogowy używany m.in. w obiektach sportowych, szkołach i komunikacji. Może reagować z silnie zasadowymi środkami lub rozpuszczalnikami, dlatego wymaga preparatów przeznaczonych do powierzchni gumowych."
epoksyd,dozwolone_powierzchnie,"Posadzka żywiczna o wysokiej odporności mechanicznej i chemicznej, często stosowana w garażach, magazynach i zakładach przemysłowych. Przy czyszczeniu należy usuwać tłuszcze i zabrudzenia techniczne, unikając środków mogących zmatowić powłokę."
marmur,dozwolone_powierzchnie,"Kamień naturalny zawierający węglan wapnia, elegancki, ale wrażliwy na kwasy i środki odkamieniające. Do mycia wymaga preparatów neutralnych lub specjalnych do kamienia, aby nie powstały plamy i wytrawienia."
twarde powierzchnie,dozwolone_powierzchnie,"Ogólna kategoria obejmująca odporne, niechłonne powierzchnie, np. płytki, szkło, metal, laminaty czy tworzywa. Środki do takich powierzchni dobiera się pod kątem rodzaju brudu i ryzyka smug, zmatowienia lub uszkodzenia materiału."
syfony,dozwolone_powierzchnie,"Elementy instalacji odpływowej pod umywalkami, zlewami i kratkami, w których gromadzą się tłuszcze, włosy, osady i nieprzyjemne zapachy. Do czyszczenia stosuje się preparaty udrażniające lub enzymatyczne, zgodnie z odpornością instalacji."
rury,dozwolone_powierzchnie,"Przewody kanalizacyjne lub technologiczne, w których mogą odkładać się tłuszcz, kamień, osady organiczne i zatory. Środki do rur powinny być dobrane do materiału instalacji, aby skutecznie usuwać osady bez jej uszkadzania."
odpływy,dozwolone_powierzchnie,"Miejsca odprowadzania wody w zlewach, umywalkach, prysznicach i posadzkach, narażone na osady, zapachy i zatory. Wymagają regularnego czyszczenia preparatami rozpuszczającymi zabrudzenia organiczne lub tłuszczowe."
kratki kanalizacyjne,dozwolone_powierzchnie,"Metalowe lub tworzywowe osłony odpływów podłogowych, często zabrudzone tłuszczem, osadem i zanieczyszczeniami stałymi. Przy czyszczeniu ważne jest usunięcie brudu z kratki i kanału oraz zastosowanie środka bezpiecznego dla materiału."
stal kwasoodporna,dozwolone_powierzchnie,"Wysokiej jakości stal nierdzewna odporna na korozję, stosowana w gastronomii, przemyśle i sanitariatach. Wymaga środków niepowodujących zarysowań i smug; należy uważać na chlor oraz agresywne preparaty mogące uszkodzić warstwę ochronną."
windy,dozwolone_powierzchnie,"Kabiny i elementy wind wykonane zwykle ze stali nierdzewnej, szkła, laminatów i wykładzin podłogowych. Czyszczenie wymaga środków szybkoschnących, bezpiecznych dla przycisków i elektroniki oraz niepozostawiających śliskich powierzchni."
balustrady,dozwolone_powierzchnie,"Elementy poręczy i barierek, najczęściej ze stali nierdzewnej, aluminium, drewna lub tworzyw. Wymagają środków dobranych do materiału, aby usunąć ślady dłoni i zabrudzenia bez matowienia, korozji lub uszkodzenia powłoki."
lodówki,dozwolone_powierzchnie,"Urządzenia chłodnicze z powierzchniami z metalu, tworzyw i uszczelek, często mające kontakt z żywnością. Do czyszczenia należy stosować preparaty bezpieczne dla stref spożywczych, które nie pozostawiają intensywnego zapachu ani osadów."
witryny chłodnicze,dozwolone_powierzchnie,"Przeszklone urządzenia ekspozycyjne do przechowywania żywności w niskiej temperaturze. Wymagają środków skutecznych na tłuste ślady i zabrudzenia, ale bezpiecznych dla szkła, stali, plastiku oraz elementów uszczelniających."
pojemniki szklane,dozwolone_powierzchnie,"Naczynia lub zbiorniki ze szkła, używane do przechowywania produktów lub surowców. Szkło jest odporne na wiele środków, ale wymaga dokładnego spłukania i preparatów niepozostawiających smug ani zapachu."
pojemniki plastikowe,dozwolone_powierzchnie,"Pojemniki z tworzyw sztucznych, często stosowane do przechowywania żywności, odpadów lub chemii. Niektóre plastiki mogą matowieć, chłonąć zapachy albo odkształcać się pod wpływem silnych rozpuszczalników lub wysokiej temperatury."
uszczelki,dozwolone_powierzchnie,"Elementy gumowe lub silikonowe zapewniające szczelność drzwi, pokryw i urządzeń. Wymagają łagodnych środków, ponieważ silna chemia może powodować pękanie, twardnienie lub utratę elastyczności."
gofrownice,dozwolone_powierzchnie,"Urządzenia grzewcze z płytami do wypieku, zwykle pokrytymi powłoką nieprzywierającą lub żeliwną. Czyszczenie powinno usuwać tłuszcz i przypalenia bez zarysowania powierzchni oraz bez zalewania elementów elektrycznych."
naleśnikarki,dozwolone_powierzchnie,"Urządzenia z płaską płytą grzewczą, najczęściej żeliwną lub stalową, używane do smażenia naleśników. Wymagają preparatów odtłuszczających bezpiecznych dla gorących lub sezonowanych powierzchni, aby nie uszkodzić warstwy roboczej."
tostery,dozwolone_powierzchnie,"Urządzenia do opiekania pieczywa, z elementami metalowymi i elektrycznymi. Czyszczenie wymaga ostrożności, aby usunąć okruchy i tłuszcz bez wprowadzania płynu do wnętrza urządzenia."
opiekacze,dozwolone_powierzchnie,"Urządzenia grzewcze do zapiekania kanapek lub potraw, zwykle z płytami nieprzywierającymi. Należy stosować środki, które rozpuszczają tłuszcz i resztki żywności, ale nie niszczą powłok ani elementów elektrycznych."
bemary,dozwolone_powierzchnie,"Podgrzewacze gastronomiczne do utrzymywania temperatury potraw, zwykle wykonane ze stali nierdzewnej. Wymagają czyszczenia z tłuszczu, osadów z wody i resztek żywności środkami bezpiecznymi dla stali oraz powierzchni mających kontakt z żywnością."
ciepłe powierzchnie,dozwolone_powierzchnie,"Powierzchnie podwyższonej temperatury, np. płyty grzewcze, blaty robocze przy kuchni lub elementy urządzeń. Wymagają preparatów przeznaczonych do użycia na ciepło, ponieważ zwykłe środki mogą zbyt szybko odparować, zostawić smugi lub stwarzać ryzyko oparów."
powierzchnie wielkometrażowe,dozwolone_powierzchnie,"Duże obszary do czyszczenia, takie jak hale, korytarze, sale sprzedaży czy magazyny. W praktyce wymagają wydajnych środków, często odpowiednich do maszyn myjących i regularnej pielęgnacji bez pozostawiania śliskiej warstwy."
powierzchnie obiektowe,dozwolone_powierzchnie,"Powierzchnie występujące w budynkach użyteczności publicznej, biurach, hotelach, szkołach lub zakładach pracy. Środki do nich powinny być uniwersalne, bezpieczne dla różnych materiałów i dostosowane do częstego sprzątania."
posadzki twarde,dozwolone_powierzchnie,"Podłogi z trwałych materiałów, takich jak płytki, kamień, beton, PVC, linoleum lub żywica. Wymagają środków dobranych do rodzaju posadzki, aby skutecznie usuwać brud bez uszkodzenia powłok ochronnych i bez zwiększania poślizgu."
płytki,dozwolone_powierzchnie,"Okładziny ceramiczne, gresowe lub kamienne stosowane na podłogach i ścianach. Trzeba zwracać uwagę na rodzaj płytek i fug, ponieważ zbyt agresywne środki mogą matowić powierzchnię lub uszkadzać spoiny."
powierzchnie mineralne,dozwolone_powierzchnie,"Materiały pochodzenia mineralnego, takie jak kamień naturalny, beton, lastryko, klinkier czy niektóre płytki. Wymagają ostrożnego doboru chemii, bo środki kwaśne mogą uszkodzić wapień, marmur lub inne wrażliwe minerały."
ksylolit,dozwolone_powierzchnie,"Stara posadzka mineralno-organiczna na bazie magnezytu i wypełniaczy, spotykana m.in. w obiektach przemysłowych i użyteczności publicznej. Jest wrażliwa na nadmiar wody i agresywną chemię, dlatego wymaga łagodnego czyszczenia oraz kontroli wilgoci."
odporne na kwasy,dozwolone_powierzchnie,"Powierzchnie, które mogą być czyszczone środkami kwaśnymi bez ryzyka uszkodzenia, np. wybrane płytki, stal kwasoodporna lub ceramika sanitarna. Taka odporność jest ważna przy usuwaniu kamienia, rdzy i osadów mineralnych, ale zawsze warto sprawdzić zalecenia producenta materiału."
talerze,dozwolone_powierzchnie,"Naczynia do serwowania żywności, wykonane najczęściej z porcelany, ceramiki, szkła lub tworzywa. Środki do ich mycia muszą skutecznie usuwać tłuszcz i resztki jedzenia, a jednocześnie być bezpieczne dla kontaktu z żywnością po spłukaniu."
bez kontaktu z żywnością,dozwolone_powierzchnie,"Powierzchnie, które nie mają bezpośredniej styczności z żywnością, np. podłogi, ściany czy obudowy urządzeń. Można na nich stosować środki przeznaczone do higieny ogólnej, ale nadal należy przestrzegać zaleceń producenta i dokładnie spłukiwać, jeśli jest to wymagane."
powierzchnie pionowe,dozwolone_powierzchnie,"Ściany, fronty mebli, drzwi, kabiny lub obudowy urządzeń, po których preparat może spływać. Wymagają środków o dobrej przyczepności, np. w formie żelu lub piany, aby wydłużyć czas działania."
wykładziny,dozwolone_powierzchnie,"Tekstylne lub elastyczne pokrycia podłogowe stosowane w biurach, hotelach i obiektach publicznych. Wymagają środków dobranych do rodzaju włókna i metody czyszczenia, aby nie odbarwić ani nie przemoczyć podłoża."
dywany,dozwolone_powierzchnie,"Miękkie pokrycia podłogowe z włókien naturalnych lub syntetycznych. Podczas czyszczenia ważne jest kontrolowanie wilgotności i pH środka, aby uniknąć odbarwień, skurczenia lub nieprzyjemnego zapachu."
tapicerka tekstylna,dozwolone_powierzchnie,"Materiałowe obicia siedzeń, krzeseł, sof lub paneli, które łatwo chłoną zabrudzenia i wilgoć. Wymagają delikatnych preparatów oraz testu w niewidocznym miejscu, aby nie uszkodzić koloru ani struktury tkaniny."
dywaniki,dozwolone_powierzchnie,"Mniejsze tekstylne pokrycia podłogowe, często narażone na piasek, błoto i sól drogową. Przy czyszczeniu trzeba dobrać środek do rodzaju włókna i zapewnić dobre wypłukanie oraz wysuszenie."
tapicerka samochodowa,dozwolone_powierzchnie,"Obicia foteli i elementów wnętrza pojazdu, wykonane z tkaniny, skóry ekologicznej lub mieszanek materiałów. Wymaga środków bezpiecznych dla koloru i pianek wypełniających, aby nie zostawić zacieków ani nadmiernej wilgoci."
meble tapicerowane,dozwolone_powierzchnie,"Sofy, fotele i krzesła pokryte tkaniną lub materiałem obiciowym. Czyszczenie powinno być łagodne i kontrolowane, ponieważ nadmiar wody lub zbyt mocna chemia może powodować plamy, odbarwienia lub deformację wypełnienia."
tapicerka meblowa,dozwolone_powierzchnie,"Tkaniny obiciowe stosowane na meblach, często o różnej odporności na wodę i detergenty. Przed użyciem środka warto sprawdzić zalecenia producenta i wykonać próbę, aby uniknąć uszkodzenia materiału."
powierzchnie materiałowe,dozwolone_powierzchnie,"Powierzchnie wykonane z tkanin lub włókien, np. panele akustyczne, obicia, wykładziny i elementy dekoracyjne. Wymagają ostrożnego doboru środka, ponieważ mogą chłonąć płyn, tracić kolor lub długo schnąć."
tkaniny,dozwolone_powierzchnie,"Materiały z włókien naturalnych, syntetycznych lub mieszanych, używane w tapicerce, tekstyliach i wyposażeniu wnętrz. Przy czyszczeniu ważne jest dopasowanie preparatu do koloru i rodzaju włókna, aby nie spowodować odbarwień ani uszkodzeń."
tekstylia,dozwolone_powierzchnie,"Wyroby z tkanin i włóknin, takie jak dywany, zasłony, obicia czy maty. Są podatne na wchłanianie zabrudzeń i wilgoci, dlatego wymagają odpowiedniej metody prania lub czyszczenia ekstrakcyjnego."
lakier,dozwolone_powierzchnie,"Warstwa ochronno-dekoracyjna na drewnie, metalu, tworzywach lub karoserii. Wymaga środków nieściernych i bez agresywnych rozpuszczalników, aby nie zmatowić ani nie uszkodzić powłoki."
woski,dozwolone_powierzchnie,"Warstwy ochronne nakładane na podłogi, meble lub powierzchnie lakierowane dla połysku i zabezpieczenia. Należy używać środków, które ich nie rozpuszczają, chyba że celem jest celowe usunięcie starej warstwy."
powłoki ochronne,dozwolone_powierzchnie,"Warstwy zabezpieczające powierzchnię przed zabrudzeniem, wodą, ścieraniem lub chemią, np. impregnaty, sealanty i polimery. Czyszczenie powinno być dobrane tak, aby nie osłabiać ochrony ani nie skracać jej trwałości."
drewno lakierowane,dozwolone_powierzchnie,"Drewno zabezpieczone warstwą lakieru, stosowane na podłogach, meblach i elementach wykończenia. Wymaga ograniczonej ilości wody i łagodnych preparatów, aby nie spowodować pęcznienia drewna ani zmatowienia lakieru."
odporne na wybielacze,dozwolone_powierzchnie,"Materiały lub powierzchnie, które tolerują środki wybielające, zwykle na bazie chloru lub tlenu, bez utraty koloru i uszkodzeń. Mimo odporności należy przestrzegać stężeń i czasu działania, aby uniknąć osłabienia materiału."
schody,dozwolone_powierzchnie,"Powierzchnie komunikacyjne z drewna, kamienia, betonu, metalu lub wykładziny, intensywnie narażone na zabrudzenia i ścieranie. Przy czyszczeniu ważne jest szybkie usunięcie pozostałości środka, aby nie zwiększyć ryzyka poślizgnięcia."
felgi,dozwolone_powierzchnie,"Obręcze kół samochodowych wykonane zwykle z aluminium, stali lub stopów lakierowanych. Wymagają preparatów usuwających pył hamulcowy i brud drogowy, ale bezpiecznych dla lakieru, powłok i elementów metalowych."
polerowane aluminium,dozwolone_powierzchnie,"Aluminium o gładkiej, błyszczącej powierzchni, stosowane m.in. w felgach, listwach i elementach dekoracyjnych. Łatwo ulega zmatowieniu i przebarwieniom, dlatego wymaga środków o kontrolowanym pH, bez agresywnych kwasów i silnych zasad."
opony,dozwolone_powierzchnie,"Gumowe elementy kół narażone na błoto, sól drogową, pył hamulcowy i osady olejowe. Wymagają środków bezpiecznych dla gumy, które nie powodują pękania, odbarwień ani nadmiernego ślizgania powierzchni."
stal,dozwolone_powierzchnie,"Twardy materiał metalowy stosowany w wyposażeniu, narzędziach i urządzeniach, często odporny mechanicznie, ale podatny na korozję przy źle dobranej chemii. Do czyszczenia należy dobierać preparaty odpowiednie do rodzaju stali, szczególnie przy stali nierdzewnej i powierzchniach mających kontakt z żywnością."
lampy,dozwolone_powierzchnie,"Elementy oświetlenia wykonane zwykle z tworzywa, szkła lub metalu, które łatwo pokrywają się kurzem, tłuszczem i osadami. Wymagają środków niepozostawiających smug i bezpiecznych dla delikatnych kloszy oraz powłok."
reflektory,dozwolone_powierzchnie,"Przednie lub tylne elementy oświetlenia pojazdu, najczęściej z tworzywa sztucznego z powłoką ochronną. Należy stosować środki łagodne dla plastiku, aby nie zmatowić powierzchni i nie pogorszyć przejrzystości światła."
kokpit,dozwolone_powierzchnie,"Wewnętrzny panel samochodu wykonany najczęściej z tworzyw sztucznych, winylu, gumy i elementów dekoracyjnych. Wymaga preparatów, które usuwają kurz i zabrudzenia bez odbarwiania, nadmiernego nabłyszczania ani pozostawiania śliskiej warstwy."
wnętrze samochodu,dozwolone_powierzchnie,"Zespół powierzchni w kabinie pojazdu, obejmujący plastiki, tapicerkę, skórę, gumę i szyby. Do czyszczenia potrzebne są środki dopasowane do różnych materiałów, aby nie powodować plam, smug, odbarwień ani nieprzyjemnych zapachów."
siedzenia,dozwolone_powierzchnie,"Powierzchnie użytkowe wykonane z tkaniny, skóry naturalnej, skóry syntetycznej lub tworzyw, narażone na pot, kurz i plamy. Wymagają środków dobranych do rodzaju materiału, aby skutecznie czyścić bez przemoczenia, odbarwienia lub uszkodzenia struktury."
urządzenia gastronomiczne,dozwolone_powierzchnie,"Sprzęt używany do przygotowania i obróbki żywności, zwykle wykonany ze stali nierdzewnej, tworzyw i elementów gumowych. Wymaga chemii skutecznej wobec tłuszczu i osadów, a jednocześnie dopuszczonej do stosowania w obszarach kontaktu z żywnością zgodnie z instrukcją użycia."
czajnik tradycyjny,dozwolone_powierzchnie,"Naczynie do gotowania wody na kuchence, najczęściej ze stali, emalii, aluminium lub szkła. Przy czyszczeniu ważne jest usuwanie kamienia i osadów bez uszkadzania powłok oraz bez pozostawiania pozostałości w części mającej kontakt z wodą."
czajnik elektryczny,dozwolone_powierzchnie,"Urządzenie do gotowania wody z grzałką lub płytą grzewczą, wykonane z plastiku, stali nierdzewnej lub szkła. Wymaga regularnego odkamieniania preparatami bezpiecznymi dla elementów grzewczych, uszczelek i powierzchni mających kontakt z wodą pitną."
ekspresy do kawy,dozwolone_powierzchnie,"Urządzenia z układem wodnym, grzałką i elementami parzenia, w których gromadzi się kamień, tłuszcze kawowe i osady. Do czyszczenia stosuje się odkamieniacze i preparaty serwisowe zgodne z typem ekspresu, aby nie uszkodzić przewodów, uszczelek i modułów zaparzających."
zmywarki,dozwolone_powierzchnie,"Urządzenia myjące naczynia, w których osadza się tłuszcz, kamień, resztki jedzenia i osady z detergentów. Wymagają środków do odtłuszczania, odkamieniania i czyszczenia komory, bezpiecznych dla stali nierdzewnej, uszczelek i dysz spryskujących."
pralki,dozwolone_powierzchnie,"Urządzenia piorące, w których mogą gromadzić się kamień, osady z detergentów, włókna i nieprzyjemne zapachy. Środki do czyszczenia pralek powinny być bezpieczne dla bębna, grzałki, gumowych uszczelek i przewodów wodnych."
wyparzarki,dozwolone_powierzchnie,"Urządzenia gastronomiczne do mycia i wyparzania naczyń w wysokiej temperaturze. Wymagają preparatów usuwających kamień i osady mineralne, które nie uszkadzają stali nierdzewnej, dysz, grzałek ani elementów mających kontakt z naczyniami."
bojlery,dozwolone_powierzchnie,"Zbiorniki do podgrzewania i magazynowania wody, narażone na odkładanie kamienia kotłowego oraz korozję. Czyszczenie wymaga środków odkamieniających dobranych do materiału zbiornika i instalacji, aby nie uszkodzić powłok ochronnych ani uszczelek."
kotły,dozwolone_powierzchnie,"Urządzenia grzewcze, w których osady mineralne, sadza lub zanieczyszczenia procesowe mogą obniżać sprawność pracy. Do czyszczenia dobiera się preparaty zależnie od typu kotła i materiału wymiennika, z zachowaniem zasad bezpieczeństwa technicznego."
parowniki,dozwolone_powierzchnie,"Elementy urządzeń chłodniczych lub parowych, na których mogą zbierać się osady, tłuszcz, kurz i biofilm. Wymagają środków skutecznych, ale bezpiecznych dla metali, lameli i instalacji, aby nie ograniczyć przepływu powietrza lub wymiany ciepła."
nagrzewnice,dozwolone_powierzchnie,"Urządzenia lub wymienniki ciepła, które ogrzewają powietrze albo ciecz i mogą gromadzić kurz, tłuszcz oraz osady mineralne. Czyszczenie powinno chronić lamele, metalowe elementy i powłoki przed korozją oraz utratą wydajności."
zlewozmywaki,dozwolone_powierzchnie,"Powierzchnie robocze do mycia naczyń i produktów, najczęściej ze stali nierdzewnej, granitu, ceramiki lub kompozytu. Wymagają środków usuwających tłuszcz, kamień i przebarwienia bez rysowania oraz bez uszkadzania powłok ochronnych."
czyste elementy,dozwolone_powierzchnie,"Powierzchnie lub części po wcześniejszym umyciu, na których nie ma widocznych zabrudzeń, ale mogą wymagać dezynfekcji, nabłyszczenia lub zabezpieczenia. Stosowane środki powinny nie brudzić ponownie, nie zostawiać osadów i być zgodne z przeznaczeniem danego materiału."
porowate powierzchnie,dozwolone_powierzchnie,"Materiały z mikrootworami, takie jak beton, surowy kamień czy nieszkliwiona ceramika, łatwo wchłaniają brud i płyny. Przy czyszczeniu wymagają środków, które nie pozostawią osadu i nie wnikną zbyt głęboko w strukturę."
powierzchnie wrażliwe na alkohol,odradzane_powierzchnie,"Materiały, które mogą matowieć, odbarwiać się lub pękać pod wpływem alkoholu, np. niektóre tworzywa, lakiery i powłoki ochronne. Na takich powierzchniach należy unikać preparatów alkoholowych lub wykonać próbę w mało widocznym miejscu."
rozgrzane powierzchnie,odradzane_powierzchnie,"Powierzchnie o podwyższonej temperaturze, np. nagrzane blachy, grille lub urządzenia kuchenne. Środki czyszczące mogą na nich zbyt szybko odparować, pozostawić ślady, wydzielić drażniące opary albo uszkodzić materiał."
aluminium,odradzane_powierzchnie,"Lekki metal podatny na przebarwienia i matowienie pod wpływem silnych zasad lub kwasów. Nieodpowiedni środek może trwale uszkodzić powierzchnię, szczególnie przy dłuższym kontakcie."
miedź,odradzane_powierzchnie,"Metal dekoracyjny i użytkowy, który łatwo reaguje z kwasami, zasadami oraz niektórymi środkami utleniającymi. Niewłaściwe czyszczenie może powodować ciemnienie, plamy lub utratę połysku."
powierzchnie malowane,odradzane_powierzchnie,"Podłoża pokryte farbą, która może być wrażliwa na rozpuszczalniki, alkohol, silne zasady lub tarcie. Zbyt agresywny preparat może spowodować odbarwienie, zmatowienie albo złuszczenie farby."
powierzchnie lakierowane,odradzane_powierzchnie,"Powierzchnie zabezpieczone warstwą lakieru, np. meble, drzwi lub elementy wyposażenia. Silne środki, alkohol lub rozpuszczalniki mogą naruszyć lakier, powodując matowe plamy, smugi lub pękanie powłoki."
powierzchnie wrażliwe na zasady,odradzane_powierzchnie,"Materiały, które źle reagują na środki alkaliczne, np. aluminium, niektóre powłoki, farby i delikatne tworzywa. Kontakt z zasadami może powodować odbarwienia, matowienie lub trwałe uszkodzenie powierzchni."
piekarniki z automatycznym myciem,odradzane_powierzchnie,"Urządzenia wyposażone we własny program czyszczenia, np. pyrolizę, katalizę lub system parowy. Zastosowanie nieodpowiedniej chemii może uszkodzić powłoki wewnętrzne, uszczelki albo mechanizm automatycznego mycia."
powierzchnie wrażliwe na wodę,odradzane_powierzchnie,"Materiały, które mogą pęcznieć, odkształcać się, plamić lub rozwarstwiać po kontakcie z wodą, np. surowe drewno, niektóre płyty i tkaniny. Do takich powierzchni należy stosować minimalną ilość wilgoci i szybko je osuszać."
powierzchnie zabezpieczone polimerem,odradzane_powierzchnie,"Podłogi lub inne powierzchnie pokryte warstwą ochronną z polimeru, która nadaje połysk i ogranicza wnikanie brudu. Silne środki zasadowe, rozpuszczalniki lub preparaty do usuwania powłok mogą ją rozpuścić lub zmatowić."
mosiądz,odradzane_powierzchnie,"Stop miedzi i cynku stosowany w elementach dekoracyjnych, armaturze i okuciach. Agresywne środki mogą powodować ciemnienie, plamy lub usunięcie warstwy ochronnej i połysku."
powierzchnie wrażliwe na kwasy,odradzane_powierzchnie,"Materiały, które mogą ulec uszkodzeniu pod wpływem kwaśnych środków, np. marmur, kamień wapienny, beton, fugi cementowe i niektóre metale. Kwasy mogą wytrawiać powierzchnię, powodować matowienie i trwałe przebarwienia."
fugi o nietrwałym kolorze,odradzane_powierzchnie,"Spoiny między płytkami, których barwnik może wypłukiwać się lub odbarwiać podczas czyszczenia. Silne środki, wybielacze lub intensywne szorowanie mogą zmienić kolor fug i pozostawić nierówny wygląd."
zmywarki domowe,odradzane_powierzchnie,"Urządzenia przeznaczone do użytku domowego, zwykle mniej odporne na profesjonalne środki silnie alkaliczne lub przemysłowe koncentraty. Niewłaściwa chemia może uszkodzić uszczelki, elementy metalowe, tworzywa lub układ dozowania."
powierzchnie chłonne,odradzane_powierzchnie,"Materiały łatwo wchłaniające płyny, np. surowy kamień, beton, drewno, tekstylia lub nieszkliwiona ceramika. Środki czyszczące mogą wnikać w głąb, zostawiać plamy, osady albo być trudne do wypłukania."
