product_id,dozwolone_powierzchnie,odradzane_powierzchnie,metoda_mycia,zgodnosc_i_certyfikaty,ostrzezenia_bhp,odczyn_ph
97,"[""karoseria"", ""lakier samochodowy"", ""powierzchnie ponadpodłogowe""]","[""rozgrzane powierzchnie""]","[""ręczne"", ""pianowe""]","[""ifra"", ""rspo""]","[""unikać gorąca"", ""wykonać próbę wstępną""]",
98,"[""lakier samochodowy"", ""zewnętrzne powierzchnie pojazdów"", ""wnętrza pojazdów"", ""tworzywa sztuczne"", ""winyl""]","[""szyba czołowa"", ""rozgrzane powierzchnie""]","[""ręczne""]",[],"[""stosować zgodnie"", ""wykonać próbę wstępną"", ""aplikować na lakier""]",
99,"[""karoseria"", ""lakier samochodowy""]",[],"[""ręczne"", ""maszynowe""]",[],[],
100,"[""zewnętrzne powierzchnie pojazdów"", ""czyste elementy"", ""powierzchnie porowate""]",[],"[""ręczne""]",[],[],
101,"[""aluminium"", ""stopy aluminium"", ""metale""]",[],"[""ręczne"", ""natryskowe""]",[],"[""produkt kwaśny"", ""nie mieszać z zasadami"", ""próba wstępna"", ""spłukać wodą""]",kwaśny
102,"[""hamulce"", ""części metalowe"", ""elementy mechaniczne""]",[],"[""ręczne"", ""natryskowe""]",[],"[""produkt łatwopalny"", ""wentylacja"", ""unikać skóry i oczu"", ""próba wstępna""]",
103,"[""hamulce"", ""sprzęgła"", ""części metalowe"", ""narzędzia warsztatowe""]",[],"[""natryskowe"", ""ręczne""]",[],"[""produkt łatwopalny"", ""wentylacja"", ""unikać wdychania"", ""ochrona oczu i rąk""]",
104,"[""stal"", ""połączenia gwintowane"", ""śruby"", ""hamulce"", ""elementy mechaniczne"", ""części metalowe""]",[],"[""natryskowe"", ""ręczne""]",[],"[""wentylacja"", ""pojemnik pod ciśnieniem"", ""produkt łatwopalny"", ""unikać wdychania"", ""zasady bezpieczeństwa""]",
105,"[""filtry dpf"", ""filtry fap"", ""zawory egr""]",[],"[""ręczne""]",[],"[""ochrona oczu i rąk"", ""unikać skóry i oczu"", ""unikać wdychania"", ""wentylacja""]",
106,"[""filtry dpf"", ""filtry fap"", ""filtry spalin""]",[],"[""maszynowe""]",[],"[""ochrona oczu i rąk"", ""unikać skóry i oczu"", ""unikać wdychania"", ""instrukcja urządzenia""]",
107,"[""kostka brukowa"", ""posadzki betonowe"", ""posadzki przemysłowe"", ""podjazdy"", ""nawierzchnie warsztatowe""]",[],"[""ręczne"", ""natryskowe""]",[],"[""ochrona oczu i rąk"", ""próba wstępna""]",
108,"[""posadzki przemysłowe"", ""posadzki warsztatowe"", ""posadzki produkcyjne"", ""posadzki serwisowe"", ""posadzki magazynowe""]",[],"[""ręczne"", ""maszynowe""]",[],"[""stosować zgodnie"", ""unikać skóry i oczu"", ""rękawice ochronne""]",
109,"[""ciężarówki"", ""cysterny"", ""maszyny rolnicze"", ""kontenery"", ""naczepy"", ""podwozia"", ""zewnętrzne powierzchnie pojazdów""]",[],"[""bezdotykowe"", ""natryskowe"", ""ręczne""]",[],"[""ochrona oczu i rąk"", ""unikać skóry i oczu"", ""próba wstępna""]",silnie zasadowy
110,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie stosować na skórę"", ""przerwać przy podrażnieniu""]",
111,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie stosować na skórę"", ""przerwać przy podrażnieniu""]",
112,"[""aluminium"", ""metale"", ""tworzywa sztuczne"", ""maszyny produkcyjne"", ""obrabiarki"", ""silniki"", ""komory silnika"", ""elementy mechaniczne""]",[],"[""ręczne"", ""natryskowe""]",[],"[""rękawice ochronne"", ""unikać skóry i oczu"", ""unikać wdychania""]",
113,"[""metal"", ""stal"", ""śruby"", ""nakrętki"", ""zawiasy"", ""łańcuchy"", ""narzędzia"", ""mechanizmy ruchome""]",[],"[""ręczne"", ""natryskowe""]",[],"[""wentylacja"", ""unikać skóry i oczu"", ""produkt łatwopalny""]",
114,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""płukać oczy wodą"", ""nie połykać""]",
115,"[""dystrybutory paliwa"", ""wlewy paliwa"", ""odporne na odtłuszczacze""]",[],"[""ręczne"", ""natryskowe""]",[],"[""rękawice ochronne"", ""unikać skóry i oczu"", ""próba wstępna"", ""nie mieszać chemikaliów""]",
116,"[""silniki"", ""osprzęt silnika"", ""komory silnika"", ""aluminium"", ""tworzywa sztuczne"", ""uszczelnienia""]",[],"[""ręczne"", ""natryskowe""]",[],"[""stosować zgodnie z etykietą"", ""unikać skóry i oczu"", ""próba wstępna""]",
117,"[""stal"", ""żeliwo"", ""metale żelazne""]",[],"[""ręczne""]",[],"[""ochrona oczu i rąk"", ""unikać skóry i oczu"", ""wentylacja""]",
118,"[""stal"", ""metale żelazne"", ""żeliwo"", ""połączenia gwintowane"", ""części metalowe""]",[],"[""ręczne"", ""natryskowe""]",[],"[""wentylacja"", ""unikać skóry i oczu"", ""produkt łatwopalny""]",
119,"[""ciężarówki"", ""cysterny"", ""maszyny rolnicze"", ""kontenery"", ""silniki"", ""podzespoły mechaniczne"", ""elementy mechaniczne""]",[],"[""bezdotykowe"", ""natryskowe"", ""pianowe"", ""ciśnieniowe""]",[],"[""produkt alkaliczny"", ""próba wstępna"", ""unikać skóry i oczu""]",silnie zasadowy
120,"[""odporne na alkalia"", ""elementy mechaniczne"", ""powierzchnie techniczne"", ""przemysł samochodowy""]","[""powierzchnie wrażliwe na zasady""]","[""ręczne"", ""natryskowe""]",[],"[""ochrona oczu i rąk"", ""unikać zasad"", ""próba wstępna""]",zasadowy
121,"[""metal"", ""szkło"", ""tworzywa sztuczne"", ""guma""]",[],"[""ręczne""]",[],"[""rękawice ochronne"", ""unikać skóry i oczu"", ""unikać wdychania"", ""próba wstępna""]",
122,"[""metale"", ""tworzywa sztuczne"", ""lakier samochodowy"", ""narzędzia warsztatowe"", ""części maszyn""]",[],"[""ręczne"", ""natryskowe"", ""mycie cip""]",[],"[""wentylacja"", ""unikać skóry i oczu"", ""produkt łatwopalny"", ""rękawice ochronne""]",
123,"[""metal"", ""elementy mechaniczne"", ""zawiasy"", ""prowadnice"", ""łańcuchy"", ""łożyska"", ""śruby"", ""mechanizmy ruchome""]",[],"[""ręczne"", ""natryskowe""]",[],"[""aerozol łatwopalny"", ""pojemnik pod ciśnieniem"", ""produkt łatwopalny"", ""wentylacja"", ""nie rozpylać na gorące""]",
124,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie stosować na skórę"", ""nie połykać"", ""przerwać przy podrażnieniu""]",
125,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie stosować na skórę"", ""przerwać przy podrażnieniu""]",
126,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie stosować na skórę"", ""przerwać przy podrażnieniu""]",
127,"[""kuchenki"", ""blaty"", ""okapy"", ""zlewozmywaki"", ""płytki ceramiczne""]",[],"[""ręczne"", ""natryskowe""]",[],"[""unikać kontaktu z oczami"", ""nie mieszać chemikaliów"", ""próba wstępna""]",
128,"[""piekarniki"", ""szyby kominkowe"", ""grille"", ""garnki"", ""odporne na alkalia""]",[],"[""ręczne"", ""natryskowe""]",[],"[""produkt alkaliczny"", ""ochrona oczu i rąk"", ""unikać wdychania"", ""próba wstępna"", ""nie stosować rozgrzane""]",silnie zasadowy
129,"[""szyby"", ""lustra"", ""szkło""]",[],"[""ręczne"", ""natryskowe""]",[],"[""unikać kontaktu z oczami"", ""nie mieszać chemikaliów"", ""stosować zgodnie""]",
130,[],[],"[""ręczne""]",[],"[""stosować zgodnie"", ""przechowywać sucho"", ""produkt łatwopalny""]",
131,"[""fugi"", ""płytki ceramiczne"", ""przedmioty"", ""trudno dostępne miejsca""]",[],"[""ręczne""]",[],"[""rękawice ochronne"", ""unikać skóry i oczu"", ""próba wstępna""]",
132,"[""fugi"", ""posadzki"", ""elewacje"", ""kostka brukowa"", ""tarasy"", ""beton"", ""powierzchnie mineralne""]",[],"[""ręczne"", ""natryskowe"", ""ciśnieniowe""]",[],"[""ochrona oczu i rąk"", ""nie mieszać chemikaliów"", ""próba wstępna""]",
133,"[""ceramika"", ""metal"", ""armatura"", ""szkło"", ""płytki ceramiczne""]",[],"[""ręczne"", ""natryskowe""]",[],"[""nie mieszać chemikaliów"", ""ochrona oczu i rąk"", ""próba wstępna""]",kwaśny
134,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie połykać""]",
135,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie połykać"", ""przerwać przy podrażnieniu"", ""zasady bezpieczeństwa""]",
136,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""płukać oczy wodą"", ""nie połykać""]",
137,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""płukać oczy wodą"", ""nie stosować na skórę""]",
138,"[""ceramika sanitarna"", ""metal"", ""tworzywa sztuczne"", ""armatura"", ""kabiny prysznicowe""]",[],"[""ręczne""]",[],"[""unikać skóry i oczu"", ""nie mieszać chemikaliów"", ""próba wstępna""]",
139,"[""toalety"", ""pisuary"", ""ceramika sanitarna"", ""urządzenia sanitarne""]",[],"[""ręczne""]",[],"[""rękawice ochronne"", ""unikać skóry i oczu"", ""nie mieszać chemikaliów""]",kwaśny
140,"[""szyby"", ""lakier samochodowy"", ""maszyny budowlane"", ""pojazdy specjalistyczne""]",[],"[""ręczne"", ""natryskowe"", ""pianowe""]",[],"[""produkt kwaśny"", ""próba wstępna"", ""nie mieszać z zasadami""]",kwaśny
141,"[""metal"", ""stal"", ""części maszyn"", ""połączenia gwintowane"", ""elementy montażowe""]",[],"[""natryskowe""]",[],"[""pojemnik pod ciśnieniem"", ""produkt łatwopalny"", ""wentylacja"", ""unikać wdychania""]",
142,"[""lakier samochodowy"", ""stal"", ""tworzywa sztuczne"", ""guma"", ""plandeki"", ""podwozia"", ""kontenery"", ""naczepy""]",[],"[""natryskowe"", ""bezdotykowe"", ""pianowe""]",[],"[""ochrona oczu i rąk"", ""unikać skóry i oczu"", ""unikać wdychania"", ""nie stosować rozgrzane"", ""próba wstępna""]",zasadowy
143,"[""karoseria"", ""lakier samochodowy"", ""zewnętrzne powierzchnie pojazdów"", ""maszyny budowlane""]",[],"[""ręczne"", ""pianowe""]",[],"[""unikać skóry i oczu"", ""rękawice ochronne"", ""aplikować i spłukać""]",
144,"[""aluminium"", ""metale"", ""tworzywa sztuczne"", ""silniki"", ""komory silnika"", ""maszyny produkcyjne"", ""obrabiarki""]",[],"[""ręczne"", ""natryskowe""]",[],"[""unikać skóry i oczu"", ""próba wstępna"", ""nie stosować rozgrzane"", ""stosować zgodnie""]",
145,"[""dystrybutory paliwa"", ""wlewy paliwa"", ""metal"", ""lakier samochodowy"", ""tworzywa sztuczne""]",[],"[""ręczne"", ""natryskowe""]",[],"[""rękawice ochronne"", ""unikać skóry i oczu"", ""unikać wdychania"", ""próba wstępna""]",
146,"[""karoseria"", ""zewnętrzne powierzchnie pojazdów"", ""maszyny budowlane""]",[],"[""natryskowe"", ""ciśnieniowe"", ""bezdotykowe""]",[],"[""ochrona oczu i rąk"", ""płukać oczy wodą""]",
147,"[""metal"", ""stal"", ""żeliwo"", ""elementy gwintowane"", ""połączenia mechaniczne"", ""zawiasy"", ""sworznie""]",[],"[""natryskowe"", ""ręczne""]",[],"[""wentylacja"", ""unikać skóry i oczu"", ""produkt łatwopalny"", ""próba wstępna""]",
148,"[""metal"", ""elementy mechaniczne"", ""zawiasy"", ""prowadnice"", ""łańcuchy"", ""śruby"", ""przeguby"", ""łożyska""]",[],"[""natryskowe""]",[],"[""aerozol łatwopalny"", ""pojemnik pod ciśnieniem"", ""wentylacja"", ""produkt łatwopalny"", ""unikać wdychania""]",
149,"[""fugi"", ""posadzki"", ""elewacje"", ""kostka brukowa"", ""tarasy"", ""beton"", ""powierzchnie mineralne""]",[],"[""ręczne"", ""natryskowe""]",[],"[""ochrona oczu i rąk"", ""nie mieszać chemikaliów"", ""próba wstępna""]",zasadowy
150,"[""posadzki przemysłowe"", ""posadzki warsztatowe"", ""hale produkcyjne"", ""pomieszczenia serwisowe""]",[],"[""ręczne"", ""maszynowe""]",[],"[""stosować zgodnie"", ""unikać skóry i oczu"", ""rękawice ochronne""]",
151,"[""lakier samochodowy"", ""szkło""]",[],"[""ręczne"", ""natryskowe""]",[],"[""produkt łatwopalny"", ""wentylacja"", ""unikać skóry i oczu""]",
152,"[""metal"", ""ceramika"", ""tworzywa sztuczne"", ""tekstylia"", ""aluminium"", ""stal nierdzewna""]",[],"[""ręczne""]",[],"[""próba wstępna"", ""stosować zgodnie""]",
153,[],[],[],[],"[""stosować zgodnie"", ""recykling opakowania"", ""zasady bezpieczeństwa""]",
154,"[""szkło"", ""szyby"", ""lustra"", ""elementy plastikowe"", ""laminat""]",[],"[""ręczne"", ""natryskowe""]",[],"[""stosować zgodnie z etykietą"", ""unikać kontaktu z oczami""]",
155,"[""szkło"", ""karoseria"", ""felgi aluminiowe""]",[],"[""ręczne"", ""natryskowe""]",[],"[""wentylacja"", ""unikać skóry i oczu"", ""produkt łatwopalny"", ""próba wstępna""]",
156,"[""tworzywa sztuczne"", ""wnętrza pojazdów"", ""ramy pvc"", ""meble ogrodowe"", ""obudowy kuchenne""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""próba wstępna"", ""stosować zgodnie""]",
157,[],[],"[""maszynowe"", ""ekstrakcyjne"", ""zbiorniki wody brudnej""]",[],"[""dobrać dozowanie"", ""unikać skóry i oczu"", ""płukać oczy wodą""]",
158,"[""posadzki przemysłowe"", ""zmywalne powierzchnie"", ""duże powierzchnie""]",[],"[""maszynowe"", ""ciśnieniowe""]",[],"[""karta charakterystyki"", ""rękawice ochronne"", ""nie mieszać chemikaliów""]",
159,"[""fugi"", ""płytki ceramiczne"", ""gres"", ""glazura"", ""terakota"", ""odporne na alkalia""]",[],"[""ręczne""]",[],"[""rękawice ochronne"", ""unikać skóry i oczu"", ""próba wstępna"", ""nie mieszać chemikaliów""]",zasadowy
160,"[""tworzywa sztuczne"", ""plastiki samochodowe"", ""kokpit""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""próba wstępna"", ""nie stosować rozgrzane""]",
161,"[""tapicerka skórzana""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie przemaczać"", ""próba wstępna""]",
162,"[""tapicerka skórzana"", ""skóra licowa""]",[],"[""ręczne""]",[],"[""próba wstępna"", ""unikać skóry i oczu""]",
163,"[""skóra"", ""tapicerka skórzana""]",[],"[""ręczne""]",[],"[""próba wstępna"", ""unikać kontaktu z oczami"", ""nie stosować rozgrzane""]",
164,"[""szkło"", ""szyby samochodowe"", ""lustra"", ""tworzywa sztuczne"", ""laminat""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""unikać wdychania"", ""wentylacja""]",
165,"[""tworzywa sztuczne"", ""wnętrza pojazdów"", ""ramy pvc"", ""meble ogrodowe"", ""obudowy kuchenne""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""próba wstępna""]",
166,"[""monitory"", ""ekrany lcd"", ""pleksi"", ""tworzywa sztuczne""]",[],"[""ręczne""]",[],"[""nie stosować rozgrzane"", ""instrukcja urządzenia"", ""unikać kontaktu z oczami""]",
167,[],[],"[""maszynowe"", ""ekstrakcyjne""]",[],"[""unikać kontaktu z oczami"", ""nie połykać"", ""instrukcja urządzenia"", ""płukać oczy wodą""]",
168,"[""tapicerka tekstylna"", ""dywany"", ""wykładziny"", ""odporne na wodę""]","[""materiały wrażliwe na wodę"", ""skóra naturalna"", ""zamsz i nubuk""]","[""ręczne"", ""ekstrakcyjne""]",[],"[""próba wstępna"", ""unikać wody"", ""stosować zgodnie z etykietą""]",
169,"[""tapicerka tekstylna"", ""tapicerka samochodowa""]",[],"[""ręczne"", ""natryskowe""]",[],"[""próba wstępna"", ""unikać skóry i oczu"", ""nie przemaczać""]",
170,"[""ekrany lcd"", ""ekrany led"", ""ekrany oled"", ""monitory"", ""telewizory"", ""powłoka antyrefleksyjna"", ""powłoka antystatyczna""]",[],"[""ręczne""]",[],"[""instrukcja urządzenia"", ""unikać agresywnych środków"", ""unikać kontaktu z oczami""]",
171,"[""tworzywa sztuczne"", ""plastiki samochodowe"", ""kokpit"", ""panele drzwiowe""]",[],"[""ręczne"", ""natryskowe""]",[],"[""próba wstępna"", ""nie stosować rozgrzane"", ""unikać skóry i oczu"", ""zasady bezpieczeństwa""]",
172,"[""opony"", ""guma"", ""tworzywa sztuczne"", ""zderzaki"", ""klamki"", ""obudowy lusterek"", ""listwy"", ""uszczelki""]",[],"[""ręczne""]",[],"[""unikać skóry i oczu"", ""wentylacja"", ""nie połykać""]",
173,"[""lakier samochodowy"", ""tworzywa sztuczne"", ""szyby"", ""zewnętrzne powierzchnie pojazdów"", ""części metalowe""]",[],"[""ręczne"", ""natryskowe""]",[],"[""unikać kontaktu z oczami"", ""stosować zgodnie"", ""płukać oczy wodą""]",
174,"[""maszyny rolnicze"", ""pojazdy robocze"", ""sprzęt gospodarski"", ""lakier samochodowy"", ""tworzywa sztuczne"", ""części metalowe""]",[],"[""bezdotykowe"", ""pianowe"", ""natryskowe"", ""ciśnieniowe""]",[],"[""ochrona oczu i rąk"", ""próba wstępna""]",
175,"[""lakier samochodowy"", ""szkło"", ""guma"", ""tworzywa sztuczne"", ""maszyny rolnicze""]",[],"[""ręczne"", ""pianowe""]",[],"[""unikać kontaktu z oczami"", ""rękawice ochronne"", ""nie mieszać chemikaliów""]",neutralny
176,"[""lakier samochodowy"", ""metal"", ""tworzywa sztuczne"", ""guma"", ""szkło"", ""maszyny rolnicze""]",[],"[""pianowe"", ""ciśnieniowe"", ""natryskowe""]",[],"[""unikać skóry i oczu"", ""rękawice ochronne"", ""próba wstępna"", ""stosować zgodnie""]",
177,"[""tworzywa sztuczne""]",[],"[""ręczne"", ""natryskowe""]",[],"[""stosować zgodnie"", ""unikać skóry i oczu""]",
178,"[""felgi aluminiowe"", ""felgi stalowe"", ""metal"", ""burty naczep"", ""najazdy"", ""części maszyn""]",[],"[""ręczne"", ""natryskowe""]",[],"[""produkt kwaśny"", ""unikać skóry i oczu"", ""próba wstępna"", ""nie mieszać z zasadami""]",kwaśny
179,"[""tapicerka tekstylna"", ""dywany"", ""wykładziny"", ""odporne na wodę""]","[""materiały wrażliwe na wodę"", ""nietrwałe kolory""]","[""ekstrakcyjne"", ""ręczne""]",[],"[""próba wstępna"", ""unikać wody"", ""unikać skóry i oczu""]",
180,"[""tapicerka tekstylna"", ""tapicerka samochodowa"", ""tekstylia""]",[],"[""ręczne"", ""natryskowe""]",[],"[""próba wstępna"", ""nie przemaczać"", ""unikać kontaktu z oczami""]",
181,"[""lakier samochodowy"", ""metal"", ""tworzywa sztuczne"", ""guma"", ""szyby"", ""felgi""]",[],"[""ręczne"", ""natryskowe"", ""pianowe""]",[],"[""ochrona oczu i rąk"", ""nie mieszać chemikaliów"", ""próba wstępna""]",
182,"[""elewacje"", ""kostka brukowa"", ""kamień"", ""powierzchnie zewnętrzne""]",[],"[""ręczne"", ""bezdotykowe"", ""natryskowe""]",[],"[""rękawice ochronne"", ""unikać skóry i oczu"", ""nie mieszać chemikaliów"", ""próba wstępna""]",
183,"[""posadzki"", ""posadzki przemysłowe"", ""posadzki magazynowe"", ""duże powierzchnie""]",[],"[""maszynowe"", ""ciśnieniowe""]",[],"[""dobrać dozowanie"", ""unikać skóry i oczu"", ""rękawice ochronne""]",
184,"[""fugi"", ""spoiny cementowe"", ""płytki ceramiczne"", ""glazura"", ""terakota"", ""gres"", ""trudno dostępne miejsca""]",[],"[""ręczne""]",[],"[""rękawice ochronne"", ""unikać skóry i oczu"", ""próba wstępna"", ""nie mieszać chemikaliów""]",zasadowy
185,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie stosować na skórę"", ""płukać oczy wodą""]",
186,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""stosować zgodnie"", ""unikać kontaktu z oczami"", ""nie połykać"", ""przerwać przy podrażnieniu""]",
187,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie połykać"", ""przerwać przy podrażnieniu""]",
188,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""płukać oczy wodą"", ""nie połykać""]",
189,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie połykać"", ""stosować zgodnie""]",
190,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""płukać oczy wodą"", ""przerwać przy podrażnieniu""]",
191,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie stosować na skórę"", ""płukać oczy wodą""]",
192,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""produkt łatwopalny"", ""unikać kontaktu z oczami"", ""nie stosować na skórę""]",
193,"[""skóra dłoni""]",[],"[""ręczne""]","[""higiena rąk""]","[""unikać kontaktu z oczami"", ""nie stosować na skórę"", ""przerwać przy podrażnieniu""]",
194,"[""skóra dłoni""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie stosować na skórę"", ""przerwać przy podrażnieniu"", ""zasady bezpieczeństwa""]",
195,"[""opony"", ""guma"", ""tworzywa sztuczne"", ""zderzaki"", ""klamki"", ""obudowy lusterek"", ""listwy zewnętrzne"", ""uszczelki gumowe""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie stosować rozgrzane"", ""stosować zgodnie"", ""próba wstępna""]",
196,"[""felgi aluminiowe"", ""felgi stalowe"", ""felgi lakierowane"", ""felgi""]",[],"[""ręczne"", ""natryskowe""]",[],"[""nie stosować rozgrzane"", ""rękawice ochronne"", ""unikać skóry i oczu""]",neutralny
197,"[""szyby samochodowe"", ""reflektory"", ""lusterka samochodowe"", ""szyby""]",[],"[""natryskowe"", ""ręczne""]",[],"[""unikać kontaktu z oczami"", ""nie stosować przy ogniu"", ""stosować zgodnie""]",
198,"[""lakier samochodowy"", ""karoseria"", ""zewnętrzne powierzchnie pojazdów""]",[],"[""natryskowe""]",[],"[""unikać skóry i oczu"", ""nie stosować rozgrzane"", ""płukać oczy wodą""]",
199,"[""lakier samochodowy"", ""powłoki ceramiczne"", ""twarde woski"", ""tworzywa sztuczne"", ""szyby samochodowe"", ""felgi lakierowane""]",[],"[""natryskowe"", ""ręczne""]","[""bezpieczny dla powłok""]","[""unikać kontaktu z oczami"", ""próba wstępna""]",neutralny
200,"[""szyby samochodowe"", ""reflektory"", ""karoseria""]",[],"[""ręczne"", ""natryskowe""]",[],"[""nie stosować rozgrzane"", ""unikać kontaktu z oczami""]",
201,"[""lakier samochodowy"", ""szkło"", ""szyby"", ""powierzchnie po polerowaniu""]",[],"[""ręczne"", ""natryskowe""]",[],"[""produkt łatwopalny"", ""wentylacja"", ""unikać skóry i oczu"", ""próba wstępna""]",
202,"[""lakier samochodowy"", ""karoseria"", ""elementy plastikowe"", ""szyby"", ""felgi lakierowane""]",[],"[""ręczne"", ""natryskowe"", ""pianowe""]",[],"[""unikać skóry i oczu"", ""próba wstępna"", ""nie stosować rozgrzane""]",
203,"[""szkło"", ""karoseria"", ""felgi aluminiowe""]",[],"[""ręczne""]",[],"[""wentylacja"", ""unikać skóry i oczu"", ""próba wstępna"", ""nie stosować rozgrzane""]",
204,"[""felgi aluminiowe"", ""felgi stalowe"", ""metal"", ""burty naczep"", ""najazdy""]",[],"[""ręczne"", ""natryskowe""]",[],"[""ochrona oczu i rąk"", ""próba wstępna""]",kwaśny
205,"[""karoseria"", ""lakier samochodowy"", ""zewnętrzne powierzchnie pojazdów""]",[],"[""natryskowe"", ""pianowe"", ""ręczne""]",[],"[""nie stosować rozgrzane"", ""unikać skóry i oczu""]",
206,"[""lakier samochodowy"", ""powłoki ochronne"", ""woski"", ""szyby"", ""tworzywa sztuczne"", ""guma"", ""elementy chromowane""]",[],"[""ręczne""]","[""bezpieczny dla powłok"", ""neutralne ph""]","[""unikać kontaktu z oczami"", ""płukać oczy wodą"", ""nie stosować rozgrzane""]",neutralny
207,"[""lakier samochodowy"", ""karoseria"", ""zewnętrzne powierzchnie pojazdów"", ""powłoki ochronne"", ""woski""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""płukać oczy wodą"", ""nie stosować rozgrzane""]",neutralny
208,"[""lakier samochodowy"", ""karoseria"", ""powłoki ceramiczne"", ""twarde woski"", ""folie zabezpieczające""]",[],"[""ręczne""]",[],"[""nie stosować rozgrzane"", ""unikać gorąca"", ""unikać kontaktu z oczami""]",
209,"[""lakier samochodowy"", ""karoseria"", ""zewnętrzne powierzchnie pojazdów""]",[],"[""ręczne"", ""natryskowe""]",[],"[""unikać skóry i oczu"", ""nie stosować rozgrzane"", ""stosować zgodnie""]",
210,"[""stal"", ""żeliwo""]",[],"[""ręczne""]",[],"[""ochrona oczu i rąk"", ""unikać skóry i oczu"", ""wentylacja""]",
211,[],[],"[""ręczne"", ""natryskowe""]",[],"[""nie rozpylać na twarz"", ""unikać żywności"", ""stosować zgodnie""]",
212,[],[],"[""natryskowe""]",[],"[""nie rozpylać na twarz"", ""wentylacja""]",
213,[],[],"[""ręczne"", ""natryskowe""]",[],"[""nie rozpylać na twarz"", ""unikać wdychania"", ""nie stosować na żywność""]",
214,[],[],"[""natryskowe""]",[],"[""nie rozpylać na twarz"", ""unikać wdychania"", ""wentylacja""]",
215,[],"[""żywność"", ""skóra"", ""twarz"", ""oczy"", ""delikatne tkaniny""]","[""ręczne"", ""natryskowe""]",[],"[""nie rozpylać na twarz"", ""nie stosować na żywność"", ""płukać oczy wodą"", ""próba wstępna"", ""zasady bezpieczeństwa""]",
216,"[""powietrze"", ""wnętrza pojazdów"", ""szafy"", ""garderoby""]",[],"[""natryskowe""]",[],"[""nie rozpylać na twarz"", ""wentylacja"", ""unikać wdychania""]",
217,[],[],"[""ręczne"", ""natryskowe""]",[],"[""nie rozpylać na twarz"", ""wentylacja"", ""płukać oczy wodą""]",
218,[],[],"[""natryskowe""]",[],"[""unikać kontaktu z oczami"", ""nie stosować na żywność"", ""stosować zgodnie"", ""przewietrzyć""]",
219,[],[],"[""natryskowe""]",[],"[""nie rozpylać na twarz"", ""wentylacja"", ""nie mieszać chemikaliów""]",
220,[],[],"[""ręczne"", ""natryskowe""]",[],"[""nie rozpylać na twarz"", ""unikać wdychania"", ""wentylacja""]",
221,[],[],"[""ręczne"", ""natryskowe""]",[],"[""nie rozpylać na twarz"", ""unikać wdychania"", ""wentylacja"", ""próba wstępna""]",
222,[],[],"[""ręczne"", ""natryskowe""]",[],"[""nie rozpylać na twarz"", ""wentylacja"", ""unikać wdychania"", ""produkt łatwopalny""]",
223,[],[],"[""natryskowe""]",[],"[""nie stosować na żywność"", ""unikać wdychania"", ""wentylacja""]",
224,[],[],"[""ręczne"", ""natryskowe""]",[],"[""nie rozpylać na twarz"", ""wentylacja"", ""nie stosować przy ogniu""]",
225,"[""powietrze"", ""wnętrza pojazdów"", ""szafy""]",[],"[""ręczne""]",[],"[""nie rozpylać na twarz"", ""wentylacja"", ""nie stosować na żywność""]",
