product_id,product_name,title,content_encoded,short_description,right_description,technical_sheet,categories
49,Zurada Podłoga Moc,Koncentrat do tłustych podłóg,"Zurada Podłoga Moc to skoncentrowany preparat do mycia podłóg narażonych na tłuste i uporczywe zabrudzenia. Nadaje się do stosowania ręcznego oraz maszynowego na powierzchniach odpornych na działanie wody i środków czyszczących. Preparat należy rozcieńczyć z wodą zgodnie ze stopniem zabrudzenia, a przed pierwszym użyciem sprawdzić działanie w niewidocznym miejscu. Nie stosować na powierzchnie nieodporne na wodę lub środki odtłuszczające.",Koncentrat do ręcznego i maszynowego mycia oraz odtłuszczania silnie zabrudzonych podłóg.,"Właściwości: Wydajny koncentrat, mający silne działanie czyszczące. Niskopieniący do ręcznego i maszynowego mycia podłóg. Nie pozostawia smug i zacieków. Przyśpiesza wysychanie powierzchni. Mytym powierzchniom nadaje delikatny połysk. Ma intensywny, długotrwały, cytrusowy zapach. Floor Orange przeszedł pozytywnie badanie w zakresie antypoślizgowości. Powierzchnia po zastosowaniu preparatu spełnia wymagania normy PN-EN 13036-4.",,"mycie-podlog-reczne-firmy-sprzatajace, horeca-hotele, mycie-podlog-maszynowe-firmy-sprzatajace, mycie-podlog-reczne-instytucje, mycie-podlog-maszynowe-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-reczne-catering, mycie-podlog-maszynowe-catering"
50,Zurada Szybka Czystość,Płyn do dezynfekcji powierzchni,"Gotowy do użycia preparat przeznaczony do mycia i szybkiej dezynfekcji powierzchni. Sprawdza się przy dezynfekcji przedmiotów, urządzeń, maszyn, podłóg, ścian, sufitów, blatów oraz innych powierzchni zmywalnych. Działa bakteriobójczo i grzybobójczo w 3 minuty w temperaturze 20°C, a wirusobójczo w czasie nie krótszym niż 5 minut w temperaturze 20°C. Po upływie wymaganego czasu kontaktu powierzchnie przeznaczone do kontaktu z żywnością należy spłukać wodą pitną.",Gotowy do użycia preparat do mycia i szybkiej dezynfekcji powierzchni.,"Właściwości: Gotowy do użycia płynny preparat przeznaczony do mycia i dezynfekcji powierzchni, przedmiotów, urządzeń i ciągów technologicznych w zakładach przemysłu kosmetycznego, farmaceutycznego, spożywczego (tj. mleczarstwie, przetwórstwie mięsnym i drobiarskim, browarach, przemyśle napojowym) w tym również powierzchni, mających kontakt z żywnością. Do stosowania w salonach odnowy biologicznej, zakładach fryzjersko-kosmetycznych, placówkach gastronomicznych, kuchniach zbiorowego żywienia, szkołach, przedszkolach oraz placówkach opiekuńczych. Produkt wykazuje działanie bakteriobójcze, wirusobójcze i grzybobójcze.",,"horeca-hotele, szkoly, firmy-sprzatajace, przemysl-farmaceutyczny, przemysl-kosmetyczny, dezynfekcja-powierzchni-i-urzadzen-instytucje, dezynfekcja-powierzchni-i-urzadzen-firmy-sprzatajace, dezynfekcja-powierzchni-i-urzadzen"
51,Zurada Pomarańczowa Moc,Pomarańczowy płyn do podłóg,"Zurada Pomarańczowa Moc to płyn do ręcznego mycia podłóg oraz innych zmywalnych powierzchni. Sprawdza się w obiektach horeca, szkołach, instytucjach, cateringu i firmach sprzątających. Skutecznie usuwa codzienne zabrudzenia i pozostawia świeży pomarańczowy zapach. Stosować zgodnie z zalecanym dozowaniem, a przed pierwszym użyciem sprawdzić działanie preparatu w niewidocznym miejscu.",Pomarańczowy płyn do ręcznego mycia podłóg i zmywalnych powierzchni.,"Właściwości: Wydajny koncentrat. Skutecznie usuwa i neutralizuje zabrudzenia typu: odchody, mocz, wymiociny i krew. Preparat do czyszczenia wszystkich zmywalnych powierzchni tj. podłogi, ściany, glazury, terakoty. Polecany do mycia: piwnic, komórek, klatek schodowych, toalet, sanitariatów. Ma silne właściwości wybielające. Czyści i wybiela zabrudzone fugi.",,"mycie-podlog-reczne-firmy-sprzatajace, horeca-hotele, mycie-podlog-reczne-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-reczne-catering"
52,Zurada Polimer Błysk,Akrylowa powłoka do posadzek,"Polymer Shine to ręcznie nakładana akrylowa powłoka ochronna do posadzek. Przeznaczona jest do linoleum, wykładzin PVC, winylu, kauczuku, epoksydu, betonu, kamienia oraz gresu o niewielkich fugach. Przed aplikacją powierzchnię należy dokładnie oczyścić, odtłuścić, zneutralizować i osuszyć, a następnie nałożyć cienką warstwę preparatu mopem. W zależności od oczekiwanego efektu zaleca się nałożenie 2–3 warstw, aplikowanych naprzemiennie.",Preparat do zabezpieczania posadzek na bazie polimerów akrylowych.,"Właściwości: Tworzy trwałą powłokę o intensywnym połysku. Skutecznie zabezpiecza powierzchnię przed brudem i uszkodzeniami. Jest odporny na ścieranie. Nie zwiększa poślizgowości podłogi. Polerowanie powierzchni pokrytej produktem Polymer Shine, zwiększa jej połysk, usuwa rysy i ślady powstałe podczas eksploatacji.","gotowy do użycia preparat w formie pianki do czyszczenia powierzchni ponadpodłogowych. Doskonały do codziennego utrzymania czystości. Można regularnie stosować bez obawy uszkodzenia powierzchni. Pozostawia lśniące powierzchnie bez smug. Nie pozostawia tłustej powłoki. Bezpieczny dla skóry rąk. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","horeca-hotele, szkoly, zabezpieczanie-i-pielegnacja-podlog-firmy-sprzatajace, firmy-sprzatajace, zabezpieczanie-i-pielegnacja-podlog-instytucje, zabezpieczanie-i-pielegnacja-podlog"
53,Zurada Kwiat Podłogi,Koncentrat do mycia podłóg,"Zurada Kwiat Podłogi to koncentrat do mycia podłóg przeznaczony do stosowania ręcznego oraz w maszynach czyszczących, robotach myjących i mopach elektrycznych. Po rozcieńczeniu skutecznie usuwa kurz, tłuszcz oraz codzienne zabrudzenia z gresu, paneli, terakoty, płytek ceramicznych, winylu, marmuru i innych twardych powierzchni. Formuła nie pozostawia smug, osadów ani lepkiej warstwy, a przy prawidłowym dozowaniu jest bezpieczna dla powierzchni i elementów systemów dozujących. Delikatny, świeży zapach uprzyjemnia sprzątanie w firmach, instytucjach i obiektach cateringowych.","Skoncentrowany preparat do mycia podłóg ręcznie i maszynowo, także do systemów automatycznego dozowania.","Wysokiej jakości płyn czyszczący do robotów myjących i mopów automatycznych, skomponowany z myślą o nowoczesnych systemach sprzątających, które wymagają delikatnych, a zarazem skutecznych rozwiązań. To produkt opracowany specjalnie do użytku z inteligentnymi urządzeniami sprzątającymi, takimi jak roboty mopujące i mopy elektryczne, które dzięki niemu pracują efektywniej, pozostawiając podłogi nieskazitelnie czyste i świeżo pachnące.","gotowy do użycia preparat w formie pianki do czyszczenia powierzchni ponadpodłogowych. Doskonały do codziennego utrzymania czystości. Można regularnie stosować bez obawy uszkodzenia powierzchni. Pozostawia lśniące powierzchnie bez smug. Nie pozostawia tłustej powłoki. Bezpieczny dla skóry rąk. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","mycie-podlog-reczne-firmy-sprzatajace, mycie-podlog-maszynowe-firmy-sprzatajace, mycie-podlog-reczne-instytucje, mycie-podlog-maszynowe-instytucje, mycie-podlog-reczne-catering, mycie-podlog-maszynowe-catering"
54,Zurada Przepływ,Żel do udrażniania odpływów,"Żel do udrażniania odpływów przeznaczony do ręcznego stosowania w syfonach, rurach, odpływach i kratkach kanalizacyjnych. Sprawdza się w kuchniach, toaletach oraz obiektach przemysłowych i użytkowych. W zależności od średnicy rury należy wlać 100-500 ml preparatu, pozostawić na 15-30 minut, a następnie spłukać dużą ilością wody. Nie stosować na powierzchniach wrażliwych na zasady oraz na elementach i instalacjach aluminiowych.",Gotowy do użycia żel do udrażniania rur i odpływów.,"Właściwości: Gotowy do użycia. Skutecznie rozpuszcza zanieczyszczenia organiczne, takie jak resztki jedzenia, tłuszcz, włosy, papier itp. Dzięki żelowej konsystencji ma wydłużony czas działania. Polecany do udrażniania syfonów, rur, odpływów, kratek kanalizacyjnych w kuchniach, łazienkach i toaletach. Neutralizuje nieprzyjemne zapachy. Nie powoduje czopowania odpływów, jak w przypadku preparatów w granulkach.",,"horeca-hotele, szkoly, firmy-sprzatajace, udraznianie-rur-i-odplywow, udraznianie-rur-i-odplywow-instytucje, udraznianie-rur-i-odplywow-firmy-sprzatajace"
55,Zurada Stal Błysk,Pianka do stali nierdzewnej,"Preparat przeznaczony do ręcznego czyszczenia i pielęgnacji powierzchni wykonanych ze stali nierdzewnej, stali kwasoodpornej, stali szlachetnej, stali stopowej oraz aluminium. Doskonale sprawdza się przy pielęgnacji wind, maszyn, balustrad, urządzeń i mebli. Wystarczy rozpylić niewielką ilość środka na czyszczoną powierzchnię, rozprowadzić, a następnie wytrzeć czyściwem lub ściereczką z mikrofibry. Przed pierwszym użyciem zaleca się wykonanie próby w niewidocznym miejscu oraz zapoznanie się z kartą charakterystyki produktu.","Preparat pielęgnująco-konserwujący do stali nierdzewnej, kwasoodpornej, szlachetnej, stopowej oraz aluminium.",Właściwości: Gotowy do użycia. Pozostawia warstwę ochronną. Nabłyszcza czyszczone powierzchnie. Zabezpiecza przed korozją.,"gotowy do użycia preparat w formie pianki do czyszczenia powierzchni ponadpodłogowych. Doskonały do codziennego utrzymania czystości. Można regularnie stosować bez obawy uszkodzenia powierzchni. Pozostawia lśniące powierzchnie bez smug. Nie pozostawia tłustej powłoki. Bezpieczny dla skóry rąk. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","horeca-hotele, szkoly, firmy-sprzatajace, higiena-powierzchni-firmy-sprzatajace, higiena-urzadzen, higiena-urzadzen-instytucje, higiena-powierzchni-instytucje, higiena-urzadzen-firmy-sprzatajace, higiena-powierzchni-catering, stal-nierdzewna"
56,Zurada Chłodny Błysk,Pianka do lodówek,"Preparat przeznaczony do ręcznego, pianowego czyszczenia lodówek, witryn chłodniczych oraz pojemników szklanych i plastikowych. Skutecznie usuwa zabrudzenia z powierzchni, a także nadaje się do pielęgnacji uszczelek. Nie stosować na powierzchniach wrażliwych na działanie wody i alkoholu. Przed użyciem zaleca się wykonanie próby w niewidocznym miejscu oraz zapoznanie się z kartą charakterystyki produktu.",Preparat do mycia lodówek i witryn chłodniczych.,Właściwości: Gotowy do użycia. Doskonale odtłuszcza czyszczone powierzchnie. Neutralizuje nieprzyjemne zapachy. Przyspiesza wysychanie mytej powierzchni. Nie pozostawia smug i zacieków. Zgodnie z wymaganiami HACCP nie zawiera barwników i kompozycji zapachowych.,"gotowy do użycia preparat w formie pianki do czyszczenia powierzchni ponadpodłogowych. Doskonały do codziennego utrzymania czystości. Można regularnie stosować bez obawy uszkodzenia powierzchni. Pozostawia lśniące powierzchnie bez smug. Nie pozostawia tłustej powłoki. Bezpieczny dla skóry rąk. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","horeca-hotele, szkoly, firmy-sprzatajace, higiena-lodowek-instytucje, higiena-lodowek-firmy-sprzatajace, higiena-lodowek"
57,Zurada Czysty Blask,Płyn do mycia maszynowego,"Niskopieniący, bezzapachowy płyn przeznaczony do maszynowego i ręcznego mycia podłóg. Sprawdza się na wszystkich powierzchniach odpornych na działanie wody, takich jak sklepy, galerie handlowe, dworce, szkoły, hale sportowe i obiekty przemysłowe. Nie zaleca się stosowania na powierzchniach nieodpornych na wodę ani zabezpieczonych polimerem. Przed pierwszym użyciem należy wykonać próbę w niewidocznym miejscu.","Niskopieniący, bezzapachowy płyn do maszynowego mycia podłóg.","Właściwości: Wydajny koncentrat. Polecany do mycia dużych powierzchni w obiektach tj.: sklepy, galerie handlowe, pasaże, dworce, szkoły, hale sportowe i przemysłowe. Skutecznie usuwa zabrudzenia eksploatacyjne. Nie pozostawia smug. Bezzapachowy zgodnie z wymaganiami HACCP. Preparat można stosować do mycia ręcznego i maszynowego.","gotowy do użycia preparat w formie pianki do czyszczenia powierzchni ponadpodłogowych. Doskonały do codziennego utrzymania czystości. Można regularnie stosować bez obawy uszkodzenia powierzchni. Pozostawia lśniące powierzchnie bez smug. Nie pozostawia tłustej powłoki. Bezpieczny dla skóry rąk. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","horeca-hotele, mycie-podlog-maszynowe-firmy-sprzatajace, mycie-podlog-maszynowe-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-maszynowe-catering"
58,Zurada Gastro Piana,Pianka do urządzeń grzewczych,"Preparat w formie pianki przeznaczony do mycia gofrownic, naleśnikarek, tosterów, opiekaczy, urządzeń do kebabów i bemarów. Umożliwia ręczne lub natryskowe czyszczenie ciepłych powierzchni w zakresie 40–70°C, skutecznie rozpuszczając przypalenia i uporczywe zabrudzenia. Nie stosować na aluminium, miedź, mosiądz, powierzchnie malowane ani lakierowane oraz na piekarniki z funkcją automatycznego mycia. Po użyciu powierzchnię należy spłukać wodą zdatną do picia i stosować rękawice oraz okulary ochronne.","Pianka do mycia gofrownic, naleśnikarek, tosterów, kebabów i bemarów.","Właściwości: Preparat gotowy do użycia. Czyści urządzenia bez konieczności ich wypalania i powstawania dymu. Usuwa przypalenia samoczynnie, bez szorowania. Skutecznie rozpuszcza przypalone: cukry, białka, tłuszcze oraz sadzę.",,"horeca-hotele, szkoly, firmy-sprzatajace, higiena-piecow-catering, higiena-urzadzen, higiena-urzadzen-instytucje, higiena-urzadzen-firmy-sprzatajace, higiena-piecow-firmy-sprzatajace, higiena-piecow-instytucje"
59,Zurada Aromat Pro,Profesjonalny odświeżacz powietrza,"Profesjonalny odświeżacz powietrza przeznaczony do szybkiego odświeżania pomieszczeń w obiektach firmowych i instytucjonalnych. Produkt dostępny jest w wielu wariantach zapachowych, m.in. Dzika Amazonia, Górski wodospad, Otulający kaszmir, Gentleman, Kwiatowy, Spa relaks, Soczyste cytrusy, Wiosenna łąka i Zielona herbata. Wystarczy rozpylić niewielką ilość preparatu w pomieszczeniu, unikając kontaktu z oczami. Termin trwałości wynosi 24 miesiące, a produkt dostępny jest w opakowaniu 0,5 l ze spryskiwaczem.",Profesjonalny odświeżacz powietrza do intensywnego i długotrwałego odświeżania pomieszczeń.,Profesjonalne odświeżacze powietrza w płynie. Gotowy do użycia odświeżacz w atomizerze. Pozostawia długotrwały przyjemny zapach. Nie zawiera gazów.,,"horeca-hotele, szkoly, firmy-sprzatajace, odswiezacze-powietrza-instytucje, odswiezacze-powietrza-firmy-sprzatajace, odswiezacze-powietrza"
60,Zurada Floor Fresh,Niskopieniący płyn do podłóg Gastro 2,"Niskopieniący płyn do mycia podłóg przeznaczony do zastosowań maszynowych i ręcznych. Skutecznie czyści wszystkie zmywalne powierzchnie, pozostawiając świeży zapach. Nie stosować na powierzchniach nieodpornych na działanie wody lub alkoholu oraz zabezpieczonych polimerem. Zalecane dozowanie: 50-300 ml na 10 l wody, w zależności od stopnia zabrudzenia.","Zapachowy, niskopieniący płyn z alkoholem do maszynowego i ręcznego mycia podłóg.","Właściwości: Wydajny koncentrat. Polecany do bieżącego mycia powierzchni wielkometrażowych. Szybko wysycha i nie pozostawia smug oraz zacieków. Ma intensywny i długotrwały, owocowy zapach. Idealny do mycia powierzchni mocno połyskujących oraz szklistych. Przy regularnym stosowaniu samoczynnie nabłyszcza czyszczone powierzchnie.","Ekologiczny, skoncentrowany płyn do maszynowego mycia podłóg. Niskopieniący preparat do czyszczenia wszystkich rodzajów podłóg ręcznie lub maszynowo. Skutecznie usuwa codzienne, jak i mocno przywarte zabrudzenia. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","horeca-hotele, mycie-podlog-maszynowe-firmy-sprzatajace, mycie-podlog-maszynowe-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-maszynowe-catering"
61,Zurada Alkali Floor,Alkaliczny płyn do posadzek,"Zurada Alkali Floor to alkaliczny płyn przeznaczony do ręcznego i maszynowego mycia posadzek odpornych na działanie wody. Sprawdza się w obiektach horeca, szkołach, instytucjach, firmach sprzątających oraz w miejscach o dużym natężeniu ruchu. Preparat jest niskopieniący, dzięki czemu nadaje się do stosowania w automatach szorująco-zbierających. Nie stosować na powierzchniach wrażliwych na wodę lub zabezpieczonych powłokami polimerowymi; przed użyciem zaleca się wykonanie próby w niewidocznym miejscu.","Alkaliczny, niskopieniący płyn do ręcznego i maszynowego mycia posadzek.","Właściwości: Wydajny koncentrat. Polecany do mycia dużych powierzchni w obiektach tj.: sklepy, galerie handlowe, pasaże, dworce, szkoły, hale sportowe i przemysłowe. Skutecznie usuwa bieżące i długotrwałe zabrudzenia eksploatacyjne. Nie pozostawia smug i nie odkłada się warstwami. Pozostawia długotrwały kwiatowy zapach. Preparat można stosować do mycia ręcznego i maszynowego.",,"horeca-hotele, mycie-podlog-maszynowe-firmy-sprzatajace, mycie-podlog-maszynowe-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-maszynowe-catering"
62,Zurada Dłonie Bez Alkoholu,Bezalkoholowy płyn do rąk,"Zurada Czyste Dłonie to bezalkoholowy płyn przeznaczony do higienicznej dezynfekcji rąk w zastosowaniach profesjonalnych. Preparat należy wcierać w dłonie zgodnie z zaleceniami producenta, utrzymując skórę wilgotną przez wymagany czas działania. Nie stosować bezpośrednio na błony śluzowe ani otwarte rany; po użyciu w razie potrzeby spłukać ręce wodą. Przed pierwszym zastosowaniem należy zapoznać się z kartą charakterystyki i przestrzegać zasad bezpieczeństwa.",Bezalkoholowy płyn do higienicznej dezynfekcji rąk.,"Właściwości: Płyn do higienicznej dezynfekcji rąk o działaniu bakteriobójczym i wirusobójczym. Zalecany do stosowania w zakładach przemysłu kosmetycznego, farmaceutycznego i spożywczego (tj. mleczarstwie, przetwórstwie mięsnym i drobiarskim, browarach i przemyśle napojowym), salonach odnowy biologicznej, zakładach fryzjersko-kosmetycznych, placówkach gastronomicznych, kuchniach zbiorowego żywienia, szkołach, przedszkolach oraz placówkach opiekuńczych. Zgodny z normą PN-EN 1500:2013, Zawiera środek nawilżający (glicerynę), Przebadany dermatologicznie.",,"horeca-hotele, szkoly, firmy-sprzatajace, przemysl-farmaceutyczny, przemysl-kosmetyczny, higiena-rak-firmy-sprzatajace, higiena-rak, higiena-rak-instytucje"
63,Zurada Alka Floor,Niepieniący płyn do posadzek,"Zurada Alka Floor to niepieniący, alkaliczny płyn przeznaczony do mycia posadzek odpornych na działanie alkaliów. Sprawdza się przy czyszczeniu ręcznym, maszynowym i ciśnieniowym powierzchni takich jak gres, granit, terakota, lastrico, klinkier oraz płytki ceramiczne. Nie zaleca się stosowania preparatu na drewno, panele, aluminium, powierzchnie chłonne, malowane, lakierowane ani inne materiały wrażliwe na alkalia. Stosować po rozcieńczeniu z wodą zgodnie ze stopniem zabrudzenia, a przed pierwszym użyciem wykonać próbę w mało widocznym miejscu.","Niepieniący, alkaliczny płyn do ręcznego i maszynowego mycia odpornych posadzek.","Właściwości: Wydajny koncentrat. Rozpuszcza uporczywe zabrudzenia. Skutecznie usuwa zabrudzenia: ropopochodne, oleje, smary oraz tłuszcze kuchenne. Nie pozostawia smug.",,"horeca-hotele, mycie-podlog-maszynowe-firmy-sprzatajace, mycie-podlog-maszynowe-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-maszynowe-catering"
64,Zurada Kwas Moc,Kwasowy preparat do posadzek,"Niepieniący preparat kwasowy przeznaczony do ręcznego, maszynowego i ciśnieniowego mycia posadzek twardych. Skutecznie usuwa zabrudzenia z gresu, terakoty, lastrico, klinkieru oraz płytek ceramicznych, a także z niechłonnych i słabochłonnych powierzchni mineralnych. Nie zaleca się stosowania na powierzchniach wrażliwych na kwasy, takich jak marmur, trawertyn, beton, bazalt czy niektóre łupki i granity. Przed pierwszym użyciem warto wykonać próbę w niewidocznym miejscu i dobrać stężenie do stopnia zabrudzenia.","Niepieniący, kwasowy preparat do ręcznego i maszynowego mycia gresu, terakoty, lastrico, klinkieru i płytek.","Właściwości: Wydajny koncentrat. Idealny do sprzątania pobudowlanego i poremontowego. Skutecznie czyści zabrudzenia cementowe i gipsowe. Doskonale usuwa: kamień, osady wapienne, rdze i naloty solne. Nie pozostawia smug.",,"horeca-hotele, mycie-podlog-maszynowe-firmy-sprzatajace, mycie-podlog-maszynowe-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-maszynowe-catering"
65,Zurada Strip Moc,Alkaliczny preparat do powłok,"Alkaliczny preparat niskopieniący z dodatkiem rozpuszczalników do gruntownego mycia oraz usuwania powłok polimerowych. Przeznaczony do mycia ręcznego i maszynowego na powierzchniach takich jak PVC, kamień, beton, gres, klinkier, guma i ksylolit. Nie zaleca się stosowania na linoleum, aluminium, drewno, parkiet, panele ani korek. W zależności od stopnia zabrudzenia stosować odpowiednie dozowanie, a po czyszczeniu powierzchnię dokładnie wypłukać i osuszyć.","Alkaliczny, niskopieniący preparat z rozpuszczalnikami do gruntownego mycia i usuwania powłok polimerowych.","Właściwości: Wydajny koncentrat. Skutecznie usuwa stare, zniszczone powłoki polimerowe, akrylowe i akrylanowe oraz woski. Ma silne właściwości czyszczące. Usuwa ślady po gumowych kółkach, oponach, podeszwach. Może być stosowany zarówno do mycia ręcznego, jak i maszynowego.",,"horeca-hotele, mycie-podlog-maszynowe-firmy-sprzatajace, mycie-podlog-maszynowe-instytucje, szkoly, zabezpieczanie-i-pielegnacja-podlog-firmy-sprzatajace, firmy-sprzatajace, zabezpieczanie-i-pielegnacja-podlog-instytucje, mycie-podlog-maszynowe-catering, zabezpieczanie-i-pielegnacja-podlog"
66,Zurada Gastro Odtłuszcz,Pieniący koncentrat odtłuszczający,"Pieniący koncentrat odtłuszczający przeznaczony do mycia różnych typów urządzeń i instalacji procesowych. Sprawdza się w myjkach tunelowych, systemach CIP, myciu natryskowym, wysokociśnieniowym oraz ręcznym. Nadaje się do stosowania na stali nierdzewnej, aluminium, porcelanie, ceramice i tworzywach sztucznych. Zalecane stężenie robocze wynosi 1–2%, a mycie można prowadzić w temperaturze 30–90°C.",Neutralny pieniący koncentrat odtłuszczający do mycia w myjkach tunelowych i ręcznie.,"Właściwości: Neutralny środek do mycia w myjkach tunelowych, systemach CIP, mycia ciśnieniowego oraz ręcznego. Całkowite odpienianie już powyżej 300C. System przeciwdziałający osadzaniu kamienia i depozytów. Nie zawiera fosforanów (nie obciąża środowiska). Usuwanie najtrwalszych olejów, smarów, tłuszczów, zanieczyszczeń pyłowych i mechanicznych. Po rozcieńczeniu pH neutralne.",,"przemysl-farmaceutyczny, przemysl-kosmetyczny"
67,Zurada PiecMax,Alkaliczny preparat do pieców,"Silnie alkaliczny preparat przeznaczony do automatycznego i ręcznego mycia pieców konwekcyjno-parowych oraz wędzarniczych. Skutecznie usuwa trudne zabrudzenia z powierzchni odpornych na działanie alkaliów, takich jak stal nierdzewna i stal stopowa. Nie zaleca się stosowania na aluminium, miedź, mosiądz oraz powierzchnie malowane i lakierowane. Stosować zgodnie z instrukcją urządzenia i po myciu dokładnie oczyścić uszczelki drzwi.",Silnie alkaliczny preparat do automatycznego i ręcznego mycia pieców konwekcyjno-parowych i wędzarniczych.,"Właściwości: Koncentrat. Usuwa przypalenia bez konieczności szorowania. Skutecznie usuwa przypalone: białka, tłuszcze, cukry oraz sadzę i zanieczyszczenia smoliste. Zapewnia połysk czyszczonych powierzchni. Bezzapachowy zgodnie z wymaganiami HACCP.",,"horeca-hotele, szkoly, firmy-sprzatajace, higiena-piecow-catering, higiena-urzadzen, higiena-urzadzen-instytucje, higiena-urzadzen-firmy-sprzatajace, higiena-piecow-firmy-sprzatajace, higiena-piecow-instytucje"
68,Zurada Kwasowa Moc,Kwaśny płyn do pieców,"Kwaśny preparat do czyszczenia pieców w systemach automatycznych, podczas mycia ręcznego oraz natryskowego. Przeznaczony do powierzchni ze stali nierdzewnej i stopowej oraz innych materiałów odpornych na działanie kwasów. Nie stosować na aluminium, miedź ani na powierzchnie malowane i lakierowane. Preparat należy nanosić na ciepłą powierzchnię, pozostawić na kilka minut, a następnie dokładnie spłukać wodą.","Kwaśny preparat do automatycznego, ręcznego i ciśnieniowego mycia pieców.",Właściwości: Koncentrat. Skutecznie usuwa osady i kamień wapienny powstały z gotowania na parze. Zapewnia połysk czyszczonym powierzchniom. Bezzapachowy zgodnie z wymaganiami HACCP.,,"horeca-hotele, szkoly, firmy-sprzatajace, higiena-piecow-catering, higiena-urzadzen, higiena-urzadzen-instytucje, higiena-urzadzen-firmy-sprzatajace, higiena-piecow-firmy-sprzatajace, higiena-piecow-instytucje"
69,Zurada Cytrusowy Blask,Płyn do naczyń,"Skoncentrowany płyn do ręcznego mycia naczyń, odpowiedni do szkła, porcelany, ceramiki, stali nierdzewnej, aluminium, garnków, talerzy i patelni. Nie zawiera SLS, Cocamid DEA ani dodecylobenzenosulfonianów. Dozowanie: 5 ml na 1 l wody, a przy lekkich zabrudzeniach 3 ml na 1 l wody; zalecana temperatura wody to 35–38°C. Po umyciu naczynia należy spłukać wodą zdatną do picia, a puste opakowanie wyrzucić do pojemnika na tworzywa sztuczne.","Ekologiczny, skoncentrowany płyn do ręcznego mycia naczyń.",Właściwości: Skutecznie usuwa zabrudzenia pochodzenia spożywczego. Doskonale usuwa: tłuszcze roślinne i zwierzęce oraz resztki jedzenia. Łatwo się spłukuje i nie pozostawia smug i zacieków. Łagodny dla skóry rąk. Minimalizuje ryzyko podrażnienia nawet przy długotrwałej pracy z produktem. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO. Bezzapachowy zgodnie z zasadami systemu HACCP.,,"ekologiczne-produkty-eu-ecolabel, reczne-mycie-naczyn"
70,Zurada Płukacz Pro,Płyn do płukania pieców,"Preparat do automatycznego płukania pieców konwekcyjno-parowych i wędzarniczych. Przeznaczony do stosowania w systemach automatycznego mycia i płukania, skutecznie wspiera usuwanie pozostałości po procesie czyszczenia. Może być stosowany na elementach ze stali nierdzewnej i stali stopowej, zgodnie z instrukcją urządzenia. Przed użyciem należy zapoznać się z kartą charakterystyki i stosować odpowiednie środki ochrony osobistej.",Preparat do automatycznego płukania pieców konwekcyjno-parowych i wędzarniczych.,Właściwości: Koncentrat. Idealnie spłukuje i neutralizuje pozostałości po myciu. Pozostawia lśniące powierzchnie bez smug i zacieków. Wspomaga usuwanie osadów i kamienia.,"gotowy do użycia preparat w formie pianki do czyszczenia powierzchni ponadpodłogowych. Doskonały do codziennego utrzymania czystości. Można regularnie stosować bez obawy uszkodzenia powierzchni. Pozostawia lśniące powierzchnie bez smug. Nie pozostawia tłustej powłoki. Bezpieczny dla skóry rąk. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","horeca-hotele, szkoly, firmy-sprzatajace, higiena-piecow-catering, higiena-urzadzen, higiena-urzadzen-instytucje, higiena-urzadzen-firmy-sprzatajace, higiena-piecow-firmy-sprzatajace, higiena-piecow-instytucje"
71,Zurada Piana Delikatna,Delikatne mydło piankowe,"Delikatne mydło piankowe do codziennego mycia rąk o neutralnym pH. Skutecznie oczyszcza skórę, tworząc przyjemną pianę i nie powodując podrażnień. Zawartość gliceryny pomaga chronić dłonie przed przesuszeniem i wspiera komfort użytkowania. Niewielką ilość piany nanieść na ręce, umyć dłonie i obficie spłukać wodą.",Delikatne mydło piankowe do mycia rąk o neutralnym pH.,"""""",,"horeca-hotele, higiena-rak"
